0 0
1 0.0303904
2 0.0607808
3 0.0911712
4 0.121562
5 0.151952
6 0.182342
7 0.212733
8 0.243123
9 0.273513
10 0.303904
11 0.334294
12 0.364685
13 0.395075
14 0.425465
15 0.455856
16 0.486246
17 0.516637
18 0.547027
19 0.577417
20 0.607808
21 0.638198
22 0.668589
23 0.698979
24 0.729369
25 0.75976
26 0.79015
27 0.82054
28 0.850931
29 0.881321
30 0.911712
